age,type_employer,education,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
30,Self-Employed,Associates,Never-Married,Blue-Collar,Own-child,White,Male,None,None,60,United-States,LessThan50K
36,Other-Govt,Masters,Married,Professional,Wife,White,Female,None,None,60,United-States,GreaterThan50K
54,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
36,Federal-Govt,Bachelors,Married,Admin,Husband,White,Male,None,None,50,United-States,GreaterThan50K
78,Self-Employed,Bachelors,Married,White-Collar,Husband,White,Male,None,High,40,United-States,GreaterThan50K
77,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
28,Private,HS-grad,Not-Married,Service,Not-in-family,Asian,Female,None,None,40,SE-Asia,LessThan50K
39,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,72,United-States,GreaterThan50K
37,Private,Bachelors,Not-Married,Other-Occupations,Not-in-family,Asian,Male,None,None,40,SE-Asia,LessThan50K
34,Private,Associates,Married,Professional,Husband,White,Male,Low,None,45,United-States,GreaterThan50K
22,Other-Govt,Bachelors,Never-Married,Professional,Own-child,White,Female,None,None,35,United-States,LessThan50K
54,Private,Bachelors,Never-Married,Service,Not-in-family,White,Female,None,None,50,United-States,LessThan50K
21,Private,HS-Graduate,Never-Married,Sales,Own-child,White,Female,None,None,20,United-States,LessThan50K
36,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
62,Self-Employed,HS-grad,Widowed,Admin,Other-relative,White,Female,None,None,30,United-States,LessThan50K
40,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
47,Self-Employed,HS-Graduate,Not-Married,Professional,Unmarried,Black,Female,None,None,40,United-States,LessThan50K
38,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,70,United-States,GreaterThan50K
28,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,South-America,LessThan50K
46,Private,Bachelors,Not-Married,Professional,Unmarried,White,Female,None,None,40,United-States,LessThan50K
22,Private,HS-Graduate,Married,Service,Husband,White,Male,None,None,35,United-States,LessThan50K
37,Private,HS-grad,Not-Married,Sales,Unmarried,White,Female,None,None,25,British-Commonwealth,LessThan50K
69,Private,Dropout,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,28,South-America,LessThan50K
43,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
53,Private,Bachelors,Never-Married,Service,Not-in-family,Asian,Female,None,None,21,Other,GreaterThan50K
20,Private,HS-grad,Never-Married,Sales,Own-child,Black,Female,None,None,35,United-States,LessThan50K
22,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,50,United-States,LessThan50K
48,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,44,United-States,LessThan50K
40,Federal-Govt,Masters,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
39,Private,HS-Graduate,Not-Married,Service,Not-in-family,White,Female,None,Low,55,United-States,LessThan50K
57,Private,HS-grad,Married,Other-Occupations,Husband,Black,Male,None,Low,40,Latin-America,GreaterThan50K
23,Private,Dropout,Never-Married,Service,Unmarried,White,Male,None,None,60,Latin-America,LessThan50K
25,Other-Govt,Bachelors,Married,Professional,Wife,White,Female,None,None,38,United-States,GreaterThan50K
22,Private,HS-grad,Never-Married,Professional,Own-child,Black,Male,None,None,40,United-States,LessThan50K
23,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,None,30,United-States,LessThan50K
41,Other-Govt,Bachelors,Married,Professional,Husband,White,Male,None,None,45,United-States,GreaterThan50K
25,Private,HS-Graduate,Never-Married,Blue-Collar,Not-in-family,White,Female,None,None,25,United-States,LessThan50K
58,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
33,Private,HS-grad,Not-Married,Sales,Not-in-family,Asian,Male,None,None,45,Other,LessThan50K
28,Private,Masters,Married,Professional,Husband,White,Male,None,None,48,United-States,LessThan50K
19,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Female,None,None,25,United-States,LessThan50K
44,Private,HS-Graduate,Not-Married,Admin,Other-relative,White,Female,None,None,40,United-States,LessThan50K
68,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,10,United-States,LessThan50K
33,Other-Govt,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
24,Private,HS-grad,Not-Married,White-Collar,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
44,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
38,Private,Bachelors,Married,White-Collar,Husband,White,Male,High,None,40,United-States,GreaterThan50K
31,Private,HS-grad,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,40,Latin-America,LessThan50K
29,Private,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
65,Private,Dropout,Widowed,Sales,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
55,Private,HS-grad,Widowed,Admin,Other-relative,White,Female,None,None,40,United-States,LessThan50K
49,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
27,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Black,Female,None,None,40,United-States,LessThan50K
41,Private,HS-grad,Not-Married,Sales,Not-in-family,White,Male,None,None,30,United-States,LessThan50K
33,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
22,Self-Employed,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,40,United-States,LessThan50K
41,Private,HS-grad,Married,Professional,Husband,White,Male,None,High,40,United-States,GreaterThan50K
66,Private,HS-grad,Married,Service,Husband,Black,Male,None,None,4,United-States,LessThan50K
38,Private,HS-Graduate,Not-Married,Sales,Not-in-family,White,Male,None,None,60,United-States,LessThan50K
43,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,42,United-States,GreaterThan50K
40,Other-Govt,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,40,Latin-America,LessThan50K
32,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
30,Private,HS-grad,Never-Married,Sales,Unmarried,White,Female,None,None,35,Latin-America,LessThan50K
35,Private,Bachelors,Married,Admin,Husband,White,Male,None,None,40,United-States,LessThan50K
41,Private,Masters,Married,Professional,Husband,White,Male,High,None,50,United-States,GreaterThan50K
33,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,Amer-Indian,Male,None,None,60,United-States,LessThan50K
36,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,55,United-States,GreaterThan50K
33,Self-Employed,Bachelors,Married,Professional,Husband,White,Male,None,None,60,United-States,LessThan50K
53,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,None,60,United-States,GreaterThan50K
27,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,None,None,45,United-States,LessThan50K
22,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Female,None,None,15,United-States,LessThan50K
26,Private,HS-grad,Married,Sales,Husband,Black,Male,None,None,36,United-States,LessThan50K
64,Private,HS-grad,Married,Sales,Wife,White,Female,None,None,21,United-States,LessThan50K
48,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,None,None,45,United-States,LessThan50K
23,Private,HS-grad,Never-Married,Admin,Own-child,White,Female,None,None,40,United-States,LessThan50K
35,Self-Employed,Bachelors,Married,Professional,Husband,White,Male,None,None,40,United-States,LessThan50K
46,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
65,Self-Employed,HS-Graduate,Widowed,White-Collar,Unmarried,White,Female,None,None,45,United-States,LessThan50K
53,Private,HS-grad,Widowed,Blue-Collar,Not-in-family,White,Male,Low,None,40,United-States,LessThan50K
18,Private,Dropout,Never-Married,Service,Other-relative,White,Male,None,None,54,Latin-America,LessThan50K
34,Self-Employed,Prof-School,Married,Professional,Husband,White,Male,None,None,55,United-States,GreaterThan50K
28,Private,HS-grad,Never-Married,Blue-Collar,Unmarried,White,Female,None,None,40,Latin-America,LessThan50K
37,Private,Bachelors,Married,White-Collar,Husband,White,Male,None,None,60,United-States,GreaterThan50K
59,Private,Bachelors,Married,Professional,Husband,White,Male,Low,None,40,United-States,LessThan50K
32,Private,Masters,Never-Married,White-Collar,Not-in-family,White,Female,High,None,60,United-States,GreaterThan50K
31,Private,Bachelors,Married,Professional,Wife,White,Female,None,None,35,United-States,LessThan50K
25,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
81,Private,Dropout,Married,Professional,Husband,White,Male,None,None,15,Euro_2,LessThan50K
47,Private,HS-grad,Not-Married,Service,Other-relative,Black,Female,None,None,35,United-States,LessThan50K
39,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
37,Private,HS-Graduate,Married,Service,Husband,Black,Male,None,None,30,United-States,LessThan50K
44,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,GreaterThan50K
37,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,45,United-States,LessThan50K
41,Private,HS-Graduate,Married,Admin,Husband,White,Male,None,None,50,United-States,GreaterThan50K
55,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,40,Euro_2,GreaterThan50K
60,Private,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,GreaterThan50K
23,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,None,None,25,United-States,LessThan50K
19,Private,HS-grad,Never-Married,Blue-Collar,Not-in-family,White,Female,None,None,60,United-States,LessThan50K
45,Private,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,44,United-States,GreaterThan50K
36,Private,HS-grad,Not-Married,Service,Unmarried,Black,Female,None,None,30,United-States,LessThan50K
46,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
48,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,LessThan50K
39,Self-Employed,HS-grad,Married,Service,Husband,White,Male,None,None,50,United-States,LessThan50K
29,Private,Bachelors,Married,Blue-Collar,Husband,White,Male,None,None,20,United-States,LessThan50K
39,Private,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
26,Private,HS-grad,Never-Married,White-Collar,Own-child,Other,Female,None,None,40,Latin-America,LessThan50K
37,Private,Associates,Not-Married,Professional,Unmarried,White,Male,None,None,25,United-States,LessThan50K
49,Private,HS-Graduate,Married,Admin,Wife,White,Female,None,None,40,United-States,GreaterThan50K
27,Private,Bachelors,Never-Married,Sales,Own-child,White,Male,None,None,40,United-States,LessThan50K
28,Private,Dropout,Never-Married,Blue-Collar,Other-relative,White,Male,None,None,40,Latin-America,LessThan50K
35,Private,HS-Graduate,Not-Married,Sales,Unmarried,White,Female,None,None,30,United-States,LessThan50K
17,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,None,40,United-States,LessThan50K
18,Private,HS-grad,Never-Married,Blue-Collar,Own-child,Amer-Indian,Male,None,None,40,United-States,LessThan50K
33,Private,HS-Graduate,Never-Married,Admin,Unmarried,Other,Female,None,None,38,United-States,LessThan50K
33,Private,Associates,Married,Sales,Husband,Asian,Male,None,None,60,United-States,LessThan50K
51,Private,HS-Graduate,Married,Admin,Wife,White,Female,None,None,35,United-States,LessThan50K
49,Private,HS-grad,Never-Married,Admin,Own-child,Asian,Female,None,None,40,United-States,LessThan50K
49,Self-Employed,HS-Graduate,Not-Married,White-Collar,Not-in-family,White,Male,None,High,50,United-States,LessThan50K
41,Private,HS-Graduate,Married,Sales,Husband,White,Male,None,None,35,United-States,GreaterThan50K
64,Private,Dropout,Not-Married,Service,Not-in-family,White,Female,None,None,12,United-States,LessThan50K
40,Private,HS-Graduate,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
49,Federal-Govt,HS-grad,Widowed,Admin,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
23,Private,Bachelors,Never-Married,Professional,Own-child,White,Female,None,None,40,United-States,LessThan50K
34,Private,HS-Graduate,Not-Married,Admin,Unmarried,White,Female,None,None,40,United-States,LessThan50K
38,Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
47,Self-Employed,HS-Graduate,Married,Blue-Collar,Husband,White,Male,None,None,86,United-States,LessThan50K
30,Private,HS-grad,Never-Married,Admin,Other-relative,White,Female,None,High,40,United-States,LessThan50K
36,Private,Associates,Married,Admin,Husband,White,Male,None,None,40,United-States,GreaterThan50K
23,Other-Govt,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
47,Self-Employed,HS-Graduate,Married,White-Collar,Husband,White,Male,None,None,80,United-States,LessThan50K
61,Private,HS-grad,Not-Married,Admin,Not-in-family,White,Female,None,None,40,British-Commonwealth,LessThan50K
47,Self-Employed,Bachelors,Married,Sales,Husband,White,Male,None,None,40,United-States,LessThan50K
56,Private,Bachelors,Married,Professional,Husband,White,Male,None,None,40,United-States,GreaterThan50K
20,Private,Dropout,Never-Married,Sales,Not-in-family,White,Female,None,None,55,United-States,LessThan50K
33,Private,HS-grad,Married,Blue-Collar,Wife,White,Female,None,None,46,United-States,GreaterThan50K
36,Self-Employed,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,GreaterThan50K
34,Other-Govt,HS-Graduate,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
56,Private,HS-grad,Married,Blue-Collar,Husband,White,Male,None,None,50,United-States,LessThan50K
32,Private,Associates,Never-Married,White-Collar,Not-in-family,White,Female,None,None,23,United-States,LessThan50K
26,Private,Associates,Married,Blue-Collar,Husband,White,Male,Low,None,40,United-States,GreaterThan50K
49,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,None,None,40,United-States,GreaterThan50K
71,Private,HS-grad,Married,Other-Occupations,Husband,White,Male,None,None,40,United-States,GreaterThan50K
19,Private,HS-Graduate,Never-Married,Service,Own-child,White,Female,None,None,15,United-States,LessThan50K
20,Private,HS-Graduate,Never-Married,Other-Occupations,Not-in-family,White,Female,None,None,40,United-States,LessThan50K
42,Private,HS-grad,Not-Married,Admin,Unmarried,White,Female,None,None,35,United-States,LessThan50K
51,Private,HS-Graduate,Married,White-Collar,Wife,White,Female,None,None,20,United-States,GreaterThan50K
38,Private,HS-Graduate,Not-Married,Professional,Own-child,Black,Female,None,None,40,United-States,LessThan50K
38,Private,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,40,United-States,GreaterThan50K
35,Self-Employed,Bachelors,Not-Married,White-Collar,Not-in-family,White,Male,None,None,25,United-States,LessThan50K
24,Other-Govt,Bachelors,Married,Professional,Wife,Black,Female,None,None,40,United-States,LessThan50K
40,Private,HS-grad,Not-Married,Admin,Unmarried,Black,Male,None,None,40,United-States,LessThan50K
21,Private,HS-grad,Never-Married,Blue-Collar,Own-child,White,Male,None,None,35,United-States,LessThan50K
49,Private,HS-grad,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,40,United-States,LessThan50K
54,Private,HS-grad,Married,White-Collar,Husband,White,Male,None,High,55,United-States,GreaterThan50K
52,Private,Bachelors,Not-Married,White-Collar,Not-in-family,White,Female,None,None,42,United-States,LessThan50K
27,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,60,United-States,LessThan50K
